LL,alpha,alpha_neg,decay,collapse,beta,beta_last_trial,trial,block,state_rep,model_type,method
5.010003968739988,0.14078952176289902,0.14078952176289902,1,0.002524583884175638,-2.0600195852429493,1.3460273063254868,-96.13835215093184,-0.7851141082725022,feature,collapse,BFGS
