LL,alpha,alpha_neg,decay,collapse,beta,beta_last_trial,trial,block,state_rep,model_type,method
5.009836145307805,0.15039350202648283,0.04431985062978643,1,0,-2.0140059839405593,1.1720737293688028,-104.26242233390128,-0.599806240477016,feature,two_alphas,BFGS
