LL,alpha,alpha_neg,decay,collapse,beta,beta_last_trial,trial,block,state_rep,model_type,method
5.0100040593985735,0.13724188212158572,0.13724188212158572,1,0.001966537574030768,-2.071349148619368,1.348909351053342,-95.12125058771008,-0.790779203130216,feature,collapse,BFGS
