LL,alpha,alpha_neg,decay,collapse,beta,beta_last_trial,trial,block,state_rep,model_type,method
5.010006590307591,0.12063609389381513,0.12063609389381513,1,0,-2.0602999186335986,1.3215619468156259,-96.5020052288024,-0.7688811883147836,feature,basic,BFGS
