LL,alpha,alpha_neg,decay,collapse,beta,beta_last_trial,trial,block,state_rep,model_type,method
5.00989148861241,0.0962444517612364,0.0962444517612364,0.9614801514275955,0,-2.1182095221764783,1.280779610043141,-127.90440015457392,-0.7358034591191637,feature,decay,BFGS
