LL,alpha,alpha_neg,decay,collapse,beta,beta_last_trial,trial,block,state_rep,model_type,method
5.009772032401118,0.12474041344563361,0.03667636466961693,0.9733975546202235,0,-2.0401005060199284,1.1306324099004184,-124.47345694258303,-0.5638192909444184,feature,two_alphas_decay,BFGS
