LL,alpha,alpha_neg,decay,collapse,beta,beta_last_trial,trial,block,state_rep,model_type,method
5.010006544877656,0.11929327942704644,0.11929327942704644,1,0,-2.0609571287071695,1.3210118348450601,-96.85188623541116,-0.7618606067915817,feature,basic,BFGS
