LL,alpha,alpha_neg,decay,collapse,beta,beta_last_trial,trial,block,state_rep,model_type,method
5.0097692839725525,0.12168645974224974,0.03456000792771279,0.9728193145873555,0,-2.0498479935272225,1.1059824007573447,-127.34663053382374,-0.5511025153927543,feature,two_alphas_decay,BFGS
