LL,alpha,alpha_neg,decay,collapse,beta,beta_last_trial,trial,block,state_rep,model_type,method
5.009892620832491,0.0965796418547097,0.0965796418547097,0.9618416576103306,0,-2.1148901689820057,1.2873843935639908,-127.18505932597509,-0.7368123921646786,feature,decay,BFGS
