LL,alpha,alpha_neg,decay,collapse,beta,beta_last_trial,trial,block,state_rep,model_type,method
5.009835072793776,0.1441844340646651,0.03966186249812228,1,0,-1.9997988679662264,1.1084976611698383,-110.38713078058034,-0.5397659388625655,feature,two_alphas,BFGS
